,actual values,predicted values
768,[-0.19276483],[0.08854316]
769,[1.66458636],[2.16711731]
770,[0.38132554],[0.55070055]
771,[-0.32784492],[-0.48798362]
772,[1.09049599],[0.99183943]
773,[3.11669728],[1.89941655]
774,[0.44886558],[0.65555729]
775,[-0.31433691],[-0.41950378]
776,[-0.73308517],[-0.40633061]
777,[-0.08470076],[-0.21888214]
778,[-0.59800509],[-0.72221237]
779,[1.4281962],[1.86494472]
780,[-0.58449708],[-0.37034271]
781,[-0.66554513],[-0.5583384]
782,[-0.26030487],[-0.54684934]
783,[-0.69931515],[-0.64718312]
784,[-1.21937349],[-1.22734069]
785,[-0.55072706],[-0.51903419]
786,[1.56327629],[1.67108004]
787,[-0.56423507],[-0.24230096]
788,[-0.56423507],[-0.06168032]
789,[-1.37471558],[-1.23919388]
790,[0.14493539],[0.1037868]
791,[0.17870541],[-0.00360062]
792,[-0.19276483],[-0.24242607]
793,[0.93515389],[1.14886174]
794,[-0.6182671],[-0.44614677]
795,[-0.15899481],[-0.19308061]
796,[-1.13832543],[-0.96093622]
797,[0.04362532],[0.09788183]
798,[0.65148571],[0.62637595]
799,[-0.42915498],[-0.02090951]
800,[0.17870541],[0.06525727]
801,[0.40158755],[0.61006545]
802,[-0.36161494],[-0.5386618]
803,[2.64391698],[2.14772555]
804,[0.68525573],[0.6804669]
805,[-0.39538496],[-0.21059019]
806,[0.06388733],[-0.35505042]
807,[0.60420768],[0.53859275]
808,[0.06388733],[0.30330234]
809,[-0.90193528],[-0.75472273]
810,[-0.462925],[-0.68542798]
811,[-1.13832543],[-1.09101643]
812,[1.60380032],[1.62730771]
813,[0.82033582],[0.8154501]
814,[-0.26030487],[-0.26627447]
815,[1.46196623],[1.49617082]
816,[-0.49669502],[-0.19621357]
817,[-0.02391472],[0.14100576]
818,[-0.31095991],[-0.67232202]
819,[1.05672597],[1.63537626]
820,[-1.0842934],[-1.09149356]
821,[-0.86816526],[-0.6650426]
822,[0.07739534],[0.13054544]
823,[-0.59800509],[-0.55550738]
824,[-0.05768474],[0.31480563]
825,[-0.07119275],[0.37757642]
826,[0.9554159],[0.288069]
827,[0.07739534],[-0.10152205]
828,[0.51640562],[0.01071106]
829,[-0.04417674],[-0.09859226]
830,[0.34755551],[-0.05258959]
831,[0.54266519],[0.27793884]
832,[-1.25989751],[-1.34507437]
833,[-0.42915498],[-0.34993573]
834,[-1.20586548],[-1.27742842]
835,[-1.12481743],[-1.09575933]
836,[0.75279577],[1.29209711]
837,[-1.30717554],[-1.19971795]
838,[-0.73308517],[-0.63432639]
839,[-0.90193528],[-0.99442553]
840,[-0.74659318],[-0.81954602]
841,[-0.37512295],[0.22290663]
842,[-0.26030487],[-0.38168655]
843,[0.31378549],[0.99543139]
844,[-0.39538496],[-0.5601641]
845,[0.41509556],[0.09252651]
846,[0.59669723],[0.20615659]
847,[-1.30717554],[-1.15559097]
848,[0.29352348],[-0.01693637]
849,[-1.44225563],[-1.43566226]
850,[0.0098553],[-0.17957331]
851,[2.10359664],[2.12389544]
852,[0.43535757],[0.03736968]
853,[-0.51095948],[-0.45490338]
854,[-0.9357053],[-0.60277817]
855,[2.21841471],[2.80904655]
856,[0.51640562],[0.78936301]
857,[-0.59125108],[-0.46365909]
858,[0.58394567],[0.1464388]
859,[0.46912759],[0.05842955]
860,[0.13142738],[0.27644077]
861,[-0.42915498],[-0.59992281]
862,[0.08414935],[-0.03900923]
863,[-1.13832543],[-1.16570251]
864,[0.17870541],[0.04750427]
865,[-1.03026136],[-1.33937527]
866,[2.50883689],[2.22233245]
867,[-1.2396355],[-0.98658969]
868,[1.15803603],[1.67694372]
869,[-0.66554513],[-0.50231459]
870,[-0.52371104],[-0.48630768]
871,[0.85410584],[0.83713844]
872,[-1.37471558],[-1.01515812]
873,[-0.17925682],[-0.29252568]
874,[1.22557608],[1.78750551]
875,[-0.69931515],[-0.74684592]
876,[-0.81413323],[-0.91197813]
877,[-1.07078539],[-0.96630483]
878,[0.34755551],[0.73428643]
879,[-0.9221973],[-0.95078895]
880,[0.19896742],[0.31846973]
881,[-0.36161494],[-0.22476647]
882,[0.73928776],[0.58954145]
883,[-0.83439524],[-0.78990518]
884,[-0.17925682],[-0.42157491]
885,[-0.67905314],[-0.87693886]
886,[0.17870541],[-0.23550065]
887,[-1.13832543],[-0.97225147]
888,[-0.26030487],[-0.05024179]
889,[-1.12481743],[-1.23982878]
890,[-1.24714595],[-1.37857595]
891,[-1.23288149],[-1.12233601]
892,[-0.59125108],[-0.48535617]
893,[0.68525573],[0.27550587]
894,[-1.09442441],[-0.99102753]
895,[-1.13832543],[-1.0768013]
896,[0.82033582],[0.55054018]
897,[-0.32784492],[0.10456923]
898,[1.44845822],[1.2633476]
899,[-1.34094556],[-1.21947769]
900,[-0.462925],[-0.28629991]
901,[-0.67229914],[-0.87262416]
902,[-1.20586548],[-1.0733613]
903,[0.68525573],[1.28376923]
904,[-0.17925682],[-0.25092964]
905,[0.4150888],[0.75601747]
906,[-1.00324535],[-0.89008238]
907,[-0.05768474],[-0.05537686]
908,[-0.80062522],[-0.80663784]
909,[-0.15899481],[-0.28428291]
910,[0.38132554],[0.4375677]
911,[0.28001547],[0.65015084]
912,[3.65701763],[3.7771733]
913,[-0.67905314],[-0.59810497]
914,[0.7865658],[0.47601409]
915,[0.7865658],[1.1161973]
916,[0.07739534],[0.26304504]
917,[-0.98973734],[-0.76293385]
918,[-0.12522479],[0.01016432]
919,[2.9816172],[2.60278194]
920,[-1.03701537],[-0.95814288]
921,[-0.19276483],[-0.30728664]
922,[0.38132554],[0.17642716]
923,[-0.99649134],[-1.05144844]
924,[0.44095664],[0.50843267]
925,[-0.22653485],[0.00588574]
926,[-0.74659318],[-0.61108817]
927,[-0.05768474],[0.17262701]
928,[0.04362532],[0.3058393]
929,[-0.37512295],[-0.31058836]
930,[-1.17209546],[-1.20306056]
931,[-0.49669502],[-0.41796293]
932,[-0.11847078],[-0.12601958]
933,[-0.03742273],[-0.17126406]
934,[-0.29407489],[-0.00256456]
935,[-0.90193528],[-0.92310578]
936,[-0.40889297],[-0.64581426]
937,[-1.07213619],[-0.93902052]
938,[-0.1387328],[0.28006436]
939,[-1.13832543],[-1.03194537]
940,[1.22557608],[0.84658074]
941,[-0.1387328],[-0.47781672]
942,[-0.26030487],[-0.55208727]
943,[0.9554159],[1.07321849]
944,[1.19856006],[0.61803056]
945,[2.74522705],[2.2189296]
946,[-0.82764124],[-0.79047336]
947,[1.21206807],[1.28858559]
948,[0.85410584],[0.22072159]
949,[-0.20627284],[0.11723015]
950,[1.59704631],[0.57540147]
951,[2.30621677],[2.12903168]
952,[0.88787586],[0.45882942]
953,[-1.44225563],[-1.37148785]
954,[0.05713333],[-0.09106033]
955,[-0.15899481],[-0.00961807]
956,[-0.9357053],[-1.03312291]
957,[0.03011731],[-0.55806071]
958,[3.08292726],[2.68208116]
959,[-1.30717554],[-1.31477951]
960,[-0.6115131],[-0.62259297]
961,[-0.26030487],[-0.37769828]
962,[-1.29366753],[-1.34240485]
963,[0.20496498],[0.29611125]
964,[0.61771569],[0.76266747]
965,[-0.46967901],[-0.4443594]
966,[-1.30717554],[-0.97579892]
967,[0.82033582],[0.88687656]
968,[0.88787586],[0.50580344]
969,[-0.63177511],[-0.39627933]
970,[-0.462925],[-0.33928595]
971,[2.71145702],[2.42801427]
972,[0.75279577],[0.70611699]
973,[-0.69256115],[-0.63263083]
974,[-1.34094556],[-1.46285917]
975,[-1.3949776],[-1.41583205]
976,[1.02295595],[1.45564988]
977,[-0.9357053],[-0.36652875]
978,[0.07739534],[-0.11729997]
979,[0.34755551],[0.47674322]
980,[-0.17250282],[-0.16862631]
981,[-0.28732089],[-0.4209355]
982,[0.38132554],[0.57403629]
983,[0.14493539],[-0.08470347]
984,[-0.19276483],[0.10617149]
985,[-1.13157143],[-0.94078171]
986,[-1.19235747],[-1.29177422]
987,[-0.7668552],[-0.85478355]
988,[-0.81413323],[-0.87581021]
989,[-0.17925682],[-0.15139137]
990,[0.29690048],[0.02164763]
991,[-0.462925],[-0.5606986]
992,[-0.94921331],[-0.48081543]
993,[-0.22653485],[-0.03189044]
994,[1.51599826],[1.95527842]
995,[0.58394567],[1.10388585]
996,[-0.32784492],[-0.17824119]
997,[1.83343646],[1.8112187]
998,[-1.34769957],[-1.38598156]
999,[1.5835383],[1.28855132]
1000,[-0.15899481],[-0.22220367]
1001,[2.06982661],[2.69990517]
1002,[-0.69931515],[-0.3915466]
1003,[2.77899707],[2.89560742]
1004,[0.82033582],[0.99317507]
1005,[-0.80062522],[-1.11209869]
1006,[-0.19276483],[-0.02026951]
1007,[0.9554159],[1.28346129]
1008,[-0.35486093],[-0.19194058]
1009,[1.81992845],[1.89300302]
1010,[-0.32784492],[-0.15603171]
1011,[-0.22653485],[-0.02863641]
1012,[-0.44941699],[-0.23029705]
1013,[-0.81413323],[-0.52800734]
1014,[-0.0651952],[-0.13710498]
1015,[-0.63177511],[-0.80937784]
1016,[-0.7668552],[-0.89687142]
1017,[-0.96272132],[-0.76042498]
1018,[1.96851655],[1.46042676]
1019,[-0.81413323],[-0.82885256]
1020,[-0.09145477],[-0.36167845]
1021,[0.07739534],[0.15126013]
1022,[-0.44266299],[-0.84278482]
1023,[-0.66554513],[-0.74132892]
1024,[0.17870541],[-0.21226531]
1025,[0.82033582],[0.99754768]
1026,[4.60257823],[3.56032758]
1027,[0.26650746],[0.73057136]
1028,[0.1719514],[-0.08562979]
1029,[-1.09780141],[-0.92732784]
1030,[0.88787586],[0.94304637]
1031,[0.24624545],[0.09803148]
1032,[-0.69931515],[-0.70014923]
1033,[1.4281962],[1.6568618]
1034,[-1.30717554],[-1.30690603]
1035,[0.11040892],[-0.00164033]
1036,[-0.49669502],[-0.59492081]
1037,[-1.0842934],[-0.93601713]
1038,[-0.05768474],[-0.14575456]
1039,[-0.22653485],[0.07667302]
1040,[-1.17884946],[-1.15630465]
1041,[0.73928776],[0.59832167]
1042,[2.5223449],[2.79427899]
1043,[-0.26030487],[-0.06428178]
1044,[1.8874685],[1.18594286]
1045,[-0.15899481],[0.22309513]
1046,[-0.9357053],[-0.89218907]
1047,[-0.462925],[-0.32778848]
1048,[0.98918592],[0.97095123]
1049,[-0.37849995],[-0.46534962]
1050,[1.22557608],[1.26068519]
1051,[-0.08605156],[-0.05864116]
1052,[-1.10455541],[-1.02283395]
1053,[-0.12522479],[-0.22145165]
1054,[0.44886558],[0.66282875]
1055,[1.35314571],[1.3123569]
1056,[-0.9357053],[-1.02332625]
1057,[-0.63177511],[-0.32010473]
1058,[-0.7668552],[-0.72284715]
1059,[-0.71282316],[-1.4047006]
1060,[-1.21937349],[-1.09195605]
1061,[0.87436785],[0.90307174]
1062,[0.14493539],[-0.35700345]
1063,[-0.91544329],[-0.57034881]
1064,[-0.16650526],[-0.06613143]
1065,[-0.9357053],[-0.34385601]
1066,[-1.0842934],[-0.98677655]
1067,[1.39442618],[1.27695041]
1068,[-0.9357053],[-0.69718339]
1069,[1.31337813],[1.34855091]
1070,[-0.49669502],[-0.41754675]
1071,[-1.20586548],[-1.20321324]
1072,[-1.27340552],[-1.19482561]
1073,[-0.59800509],[-0.90453041]
1074,[0.4826356],[0.28494358]
1075,[-0.53046505],[-0.64454244]
1076,[2.09008863],[2.11454876]
1077,[-0.53046505],[-0.60227357]
1078,[-0.39538496],[-0.0361067]
1079,[0.55017564],[0.5189798]
1080,[-0.67905314],[-0.72842586]
1081,[-1.00324535],[-0.98205217]
1082,[0.19896742],[-0.13307666]
1083,[-0.42915498],[-0.22586648]
1084,[-0.32724462],[-0.6508539]
1085,[-0.26030487],[-0.32144066]
1086,[-0.47718946],[-0.75074628]
1087,[-1.10455541],[-1.00348943]
1088,[-0.19276483],[-0.13512241]
1089,[2.2049067],[2.45504218]
1090,[0.11791937],[-0.13626503]
1091,[0.75279577],[0.79864245]
1092,[-0.9357053],[-0.74104474]
1093,[0.19896742],[0.429388]
1094,[0.55017564],[0.13259076]
1095,[-0.19276483],[0.04937057]
1096,[-0.42915498],[-0.12318823]
1097,[0.34755551],[0.12818014]
1098,[-1.20586548],[-1.02962336]
1099,[-1.19235747],[-1.22289714]
1100,[-0.20627284],[0.18819006]
1101,[1.42068575],[1.497807]
1102,[0.55017564],[0.25163395]
1103,[-0.29407489],[-0.26599544]
1104,[1.09049599],[0.55839259]
1105,[1.09049599],[1.01140892]
1106,[1.39442618],[0.67367249]
1107,[0.24624545],[-0.13842465]
1108,[-0.66554513],[-0.84677805]
1109,[-1.23288149],[-1.07609221]
1110,[0.41509556],[0.90972722]
1111,[1.52950627],[1.54005634]
1112,[-0.59800509],[-0.1625876]
1113,[-0.47643301],[-0.21234337]
1114,[-0.09145477],[-0.14350625]
1115,[0.98918592],[0.43570025]
1116,[-0.47643301],[-0.84870221]
1117,[-0.49669502],[-0.5864906]
1118,[0.71902575],[0.85374349]
1119,[1.19180605],[0.65363141]
1120,[2.01579458],[0.97965535]
1121,[0.65148571],[0.49596441]
1122,[0.0098553],[-0.00322969]
1123,[1.90097651],[2.47440507]
1124,[-0.32784492],[-0.39285089]
1125,[-0.17925682],[0.14002177]
1126,[-0.05768474],[-0.0799401]
1127,[-1.01675336],[-0.88624394]
1128,[2.40752683],[2.09427402]
1129,[-0.22653485],[-0.05297198]
1130,[0.71902575],[0.74492937]
1131,[-0.12522479],[0.14499771]
1132,[-0.00365271],[0.22253017]
1133,[-0.1387328],[0.15897597]
1134,[-0.462925],[-0.75391508]
1135,[-0.3008289],[0.02663746]
1136,[-0.39538496],[-0.59477236]
1137,[-0.90193528],[-0.94100829]
1138,[3.39285501],[2.52097277]
1139,[0.31378549],[-0.05503048]
1140,[-1.30717554],[-1.30209139]
1141,[0.34755551],[0.42411874]
1142,[-0.12522479],[0.39668342]
1143,[2.77899707],[2.29394325]
1144,[-0.71282316],[-0.76169971]
1145,[-0.19276483],[-0.18409991]
1146,[2.77899707],[2.81505056]
1147,[-0.9357053],[-1.0099159]
1148,[-1.46251764],[-1.27083136]
1149,[-0.39538496],[0.1254803]
1150,[1.66458636],[1.66309536]
1151,[-1.20586548],[-1.13823396]
1152,[-1.10455541],[-1.11340256]
1153,[1.29311612],[0.92497719]
1154,[-0.21640385],[-0.30966291]
1155,[0.41509556],[1.3854086]
1156,[-0.42240098],[-0.52379388]
1157,[-0.84114924],[-0.90287964]
1158,[1.75238841],[0.85935951]
1159,[-0.462925],[0.23925019]
1160,[-1.15183344],[-0.75505242]
1161,[1.4281962],[1.20901664]
1162,[-1.00324535],[-1.02826697]
1163,[1.66458636],[1.43417686]
1164,[-0.66554513],[-0.63265665]
1165,[-0.63987992],[-0.63699604]
1166,[0.28001547],[0.39321244]
1167,[-0.40889297],[-0.25652287]
1168,[2.09008863],[1.45841452]
1169,[-0.36161494],[-0.37798733]
1170,[1.32688614],[1.03604697]
1171,[-1.44225563],[-1.73659727]
1172,[-1.06740839],[-1.24963617]
1173,[0.21247543],[-0.20010012]
1174,[2.81276709],[2.8364775]
1175,[-0.09145477],[0.24267474]
1176,[0.28001547],[0.16935616]
1177,[-1.27340552],[-1.24261519]
1178,[-1.47602565],[-1.32926944]
1179,[0.02336331],[-0.10764507]
1180,[0.21247543],[-0.33657751]
1181,[-0.51020303],[-0.35655224]
1182,[-0.36161494],[-0.56941498]
1183,[-0.66554513],[-0.78805627]
1184,[-0.34135292],[-0.27878344]
1185,[-0.64528312],[-0.51288427]
1186,[-0.12522479],[-0.20475227]
1187,[-0.08470076],[0.5791611]
1188,[-1.20586548],[-1.2025159]
1189,[0.7865658],[1.28871423]
1190,[-0.58449708],[-0.57934991]
1191,[-0.9357053],[-0.61183766]
1192,[0.38132554],[0.2906355]
1193,[0.73253376],[0.99367161]
1194,[-0.27381288],[0.20043028]
1195,[-0.81413323],[-1.0221263]
1196,[0.71902575],[1.29838053]
1197,[-1.0917228],[-0.90855365]
1198,[0.44886558],[-0.07339384]
1199,[0.51640562],[1.08603625]
1200,[-0.1387328],[-0.20518489]
1201,[-0.78711721],[-1.04345739]
1202,[-0.38187695],[-0.35954043]
1203,[-0.80062522],[-0.57815411]
1204,[-1.12481743],[-0.99176739]
1205,[1.04321796],[0.90693469]
1206,[-0.80062522],[-0.84884776]
1207,[-1.01675336],[-1.21787992]
1208,[-0.9221973],[-0.74503246]
1209,[-0.47643301],[-0.58652744]
1210,[0.41509556],[0.54919934]
1211,[-0.02391472],[-0.00996239]
1212,[-0.86816526],[-0.5970408]
1213,[-1.13832543],[-1.27888986]
1214,[-0.19276483],[-0.0580571]
1215,[2.03605659],[3.04681558]
1216,[-1.17209546],[-1.20096858]
1217,[0.44886558],[0.40989065]
1218,[-0.05768474],[0.02957378]
1219,[-0.00365271],[0.23470782]
1220,[-1.27340552],[-1.51899088]
1221,[-0.66554513],[-0.82937785]
1222,[-0.39538496],[-0.20777769]
1223,[-0.462925],[-0.46141711]
1224,[-1.01675336],[-0.94951308]
1225,[0.14493539],[0.27216531]
1226,[0.73928776],[0.66117357]
1227,[-0.36161494],[-0.33000628]
1228,[-1.13832543],[-1.25279954]
1229,[-0.63177511],[-0.52228885]
1230,[-0.90193528],[-0.57147409]
1231,[0.37794853],[0.33206785]
1232,[-0.26030487],[-0.16172126]
1233,[-0.09820877],[-0.16775081]
1234,[-0.59800509],[-0.50627762]
1235,[-0.462925],[-0.57879592]
1236,[-0.19276483],[-0.12518958]
1237,[1.09049599],[1.09886192]
1238,[-0.22653485],[-0.30119278]
1239,[-0.59800509],[-0.18853579]
1240,[0.34755551],[0.09719505]
1241,[0.33404751],[-0.07685333]
1242,[2.42778884],[2.09494444]
1243,[-0.7668552],[-0.67788649]
1244,[1.64356789],[1.43221869]
1245,[-1.07078539],[-1.00407823]
1246,[0.14493539],[-0.03199426]
1247,[-0.10496277],[-0.21389016]
1248,[-1.30717554],[-1.07827597]
1249,[-0.90193528],[-0.7755465]
1250,[-1.07078539],[-1.15865088]
1251,[2.44129685],[2.34308234]
1252,[-1.18560346],[-0.96357248]
1253,[-0.32784492],[-0.23835983]
1254,[0.0098553],[0.71714282]
1255,[-0.29407489],[-0.23038447]
1256,[-0.02391472],[-0.01749301]
1257,[1.37754117],[0.85786213]
1258,[-0.84790325],[-0.81280989]
1259,[0.14493539],[0.10676337]
1260,[-0.03742273],[0.04663544]
1261,[0.82033582],[1.08076848]
1262,[3.04915724],[3.04505946]
1263,[1.09049599],[1.48946546]
1264,[-0.39538496],[-0.66878643]
1265,[-1.07078539],[-1.3161171]
1266,[-0.1387328],[-0.00628647]
1267,[0.11116536],[0.07209749]
1268,[0.24624545],[0.6290998]
1269,[1.19180605],[0.83938112]
1270,[-0.53046505],[-0.53239936]
1271,[0.17870541],[0.34274547]
1272,[2.63040897],[2.81477612]
1273,[1.32688614],[2.00708242]
1274,[-0.53046505],[-0.39201057]
1275,[0.65823971],[0.57130209]
1276,[0.82033582],[0.34459819]
1277,[0.67174772],[0.54476286]
1278,[-0.37174594],[-0.43898873]
1279,[0.82033582],[-0.13016354]
1280,[-0.96947533],[-0.92086493]
1281,[-0.74659318],[-0.62307183]
1282,[0.4826356],[0.12344792]
1283,[-0.34135292],[-0.34971229]
1284,[-0.39538496],[-0.27339516]
1285,[-0.47643301],[-0.28873237]
1286,[0.34755551],[-0.24316367]
1287,[3.35308743],[2.61909529]
1288,[-0.59800509],[-0.63134669]
1289,[-1.17209546],[-1.21683311]
1290,[0.07739534],[0.58723666]
1291,[-0.40889297],[-0.13914977]
1292,[-1.38822359],[-1.38847355]
1293,[3.44088949],[3.26611957]
1294,[-0.9357053],[-0.33246632]
1295,[1.19180605],[0.82178529]
1296,[-0.32784492],[-0.15581574]
1297,[0.24624545],[0.20412539]
1298,[0.24624545],[-0.19449087]
1299,[-0.6182671],[-0.5081372]
1300,[-0.82088723],[-0.52227509]
1301,[-0.47643301],[-0.10897913]
1302,[-0.22653485],[-0.14576242]
1303,[-0.37512295],[-0.29061944]
1304,[-0.59800509],[-0.57727969]
1305,[0.11116536],[-0.10287638]
1306,[1.4146882],[1.18130429]
1307,[0.29352348],[0.18795631]
1308,[-1.07078539],[-1.02916684]
1309,[-0.02391472],[0.31537807]
1310,[1.69835638],[1.36611555]
1311,[-0.47643301],[-0.40769598]
1312,[1.66458636],[1.24331304]
1313,[0.65748326],[0.74902694]
1314,[-0.32784492],[-0.15334152]
1315,[-0.12522479],[-0.07214389]
1316,[0.11116536],[-0.21527387]
1317,[2.66417899],[1.92650211]
1318,[-0.86816526],[-0.9899368]
1319,[-0.32784492],[-0.67079479]
1320,[-0.81413323],[-0.56579325]
1321,[-1.35445357],[-1.30648446]
1322,[0.33404751],[0.54648461]
1323,[-0.19276483],[-0.27095541]
1324,[0.0098553],[-0.50771501]
1325,[1.32688614],[0.77532794]
1326,[-0.00365271],[-0.36073607]
1327,[-0.73308517],[-0.45001355]
1328,[-1.34094556],[-1.10827786]
1329,[-1.53005768],[-1.32339269]
1330,[-0.34135292],[-0.58863551]
1331,[-0.17385362],[0.07819389]
1332,[-1.17209546],[-1.31966869]
1333,[-0.32109091],[-0.08514241]
1334,[0.40834155],[0.561454]
1335,[-0.15899481],[-0.68536147]
1336,[-0.39538496],[-0.31083824]
1337,[-1.03026136],[-0.6186852]
1338,[-0.71957717],[-0.56003894]
1339,[0.41509556],[0.40007771]
1340,[1.96851655],[1.77037701]
1341,[1.09049599],[1.47957547]
1342,[-0.10496277],[-0.02687323]
1343,[0.29352348],[-0.01283209]
1344,[-0.80062522],[-0.86789996]
1345,[-0.90193528],[-0.96532588]
1346,[-1.03701537],[-0.94392934]
1347,[1.09049599],[0.85850922]
1348,[0.41509556],[0.14955095]
1349,[-0.66554513],[-0.56113498]
1350,[-0.54397305],[-0.37156091]
1351,[-0.18676727],[-0.13152644]
1352,[-0.10496277],[0.79150317]
1353,[-1.10455541],[-1.21900934]
1354,[-0.26030487],[-0.31088268]
1355,[-0.6182671],[-0.68823441]
1356,[-0.39538496],[0.00105629]
1357,[-0.05768474],[-0.08189102]
1358,[-1.07078539],[-1.17192805]
1359,[-0.19276483],[-0.18890582]
1360,[-0.73308517],[-0.86533739]
1361,[-0.7668552],[-0.37148453]
1362,[-1.20586548],[-1.25045315]
1363,[-0.66554513],[-0.58117702]
1364,[-0.78036321],[-0.48245941]
1365,[-0.78036321],[-0.57509836]
1366,[-0.88167327],[-0.64772864]
1367,[0.61771569],[-0.04187679]
1368,[0.92164588],[0.59347246]
1369,[-0.7668552],[-0.49555302]
1370,[-0.86816526],[-1.16469733]
1371,[0.4826356],[0.56610923]
1372,[-0.47643301],[-0.61754821]
1373,[1.22557608],[1.90569421]
1374,[-0.22653485],[-0.24410263]
1375,[-1.18560346],[-1.20447423]
1376,[0.61771569],[1.45337972]
1377,[0.69200973],[0.67213212]
1378,[-0.73308517],[-0.50264967]
1379,[-1.10455541],[-1.20389398]
1380,[1.79966644],[1.32016794]
1381,[-0.22653485],[-0.09648016]
1382,[2.00228657],[1.97281331]
1383,[1.15128203],[1.30583838]
1384,[-0.83439524],[-0.63092919]
1385,[0.72502331],[0.54420247]
1386,[0.03011731],[-0.02925775]
1387,[-0.29407489],[-0.16388028]
1388,[0.00310129],[0.07905372]
1389,[-0.73308517],[-1.02127224]
1390,[-0.42915498],[-0.17192904]
1391,[-1.13832543],[-1.01433868]
1392,[-0.9357053],[-0.60425423]
1393,[0.33404751],[0.27292198]
1394,[-1.59084372],[-1.50683087]
1395,[-0.0651952],[-0.28866373]
1396,[-0.53046505],[-0.61516092]
1397,[-0.90193528],[-0.84275379]
1398,[0.29352348],[-0.04904534]
1399,[0.31378549],[0.62167088]
1400,[-0.462925],[0.03889738]
1401,[-0.90193528],[-0.50374892]
1402,[0.0098553],[-0.21694997]
1403,[-0.17925682],[-0.5680118]
1404,[-0.12522479],[0.30776049]
1405,[-0.55748106],[-0.64696941]
1406,[-0.53046505],[-0.37931163]
1407,[-0.98973734],[-0.6463745]
1408,[-0.3075829],[-0.40993522]
1409,[1.15803603],[1.01006579]
1410,[-0.02391472],[0.22400976]
1411,[-0.22653485],[-0.15864845]
1412,[-1.03701537],[-0.97492209]
1413,[-1.36120758],[-1.31148709]
1414,[-1.03701537],[-1.01146166]
1415,[-0.53046505],[-0.5231576]
1416,[-0.42915498],[-0.4467854]
1417,[-0.29407489],[-0.07616041]
1418,[-0.22653485],[0.07254004]
1419,[-0.84790325],[-1.00896157]
1420,[-0.26030487],[-0.20764041]
1421,[-0.05768474],[0.00359804]
1422,[-1.12144042],[-1.20994001]
1423,[0.04362532],[0.20792961]
1424,[0.41509556],[0.21944779]
1425,[-0.90193528],[-1.08384168]
1426,[-1.17209546],[-1.0349316]
1427,[-0.59800509],[-0.68309579]
1428,[-0.07119275],[-0.09304057]
1429,[0.07739534],[0.03921878]
1430,[3.38685745],[2.60320625]
1431,[0.61771569],[-0.08857199]
1432,[-0.56423507],[-0.01112697]
1433,[0.58394567],[0.97558516]
1434,[0.4826356],[0.96348172]
1435,[-0.56423507],[-0.47874315]
1436,[-0.32784492],[-0.28707396]
1437,[-0.26030487],[-0.07142314]
1438,[-1.17209546],[-0.90087224]
1439,[-0.12522479],[-0.46032989]
